Catalog Number,Kind of Object,Scientific Name,Family,Phylum,Class,Order,Identified By,Date Identified,Current Identification,Other Identifications,Type Status,Type Citations,Kind of Voucher,Classification,Common Name,Collection Name,Specimen Count,Sex and Stage,Preparation Details (Preparation:Remarks),Station Number,Collector(s),Date Collected,Collection Method,Ocean,Sea/Gulf,Bay/Sound,Country,Province/State,District/County,City/Town,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition Name,Vessel,Cruise,River Basin,Microhabitat Description,Depth (m),Depth Notes,Geologic Age,Notes,Field Number(s),Other Numbers (Type : Value),Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
"USNM 1211260","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, Smithsonian Institution, National Museum of Natural History","","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Berry, S. S.","Dec 1959","","North Pacific Ocean","Gulf of California","","Mexico","Sonora","","","Guaymas Bay, Vicinity","","","","","","","","","","","","Tag with specimen states, ""from the shrimp boats working just outside the harbor.""","","","229026","","","","","","","","","16 Jul 2013 19:15:00","http://n2t.net/ark:/65665/37fc0d769-2d56-44ec-aa2a-3e4317bf4c4f"
"USNM 1211264","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, Smithsonian Institution, National Museum of Natural History","27 Jun 2013","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","North, W.","Aug 1957","","North Pacific Ocean","","","Mexico","Baja California","","","Punta Eugenia","","","","","","","","","17","","","","","","213947","","","","","","","","","16 Jul 2013 19:15:00","http://n2t.net/ark:/65665/3d53be5da-7452-46b5-bf8b-5c486db39325"
"USNM 1211266","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, Smithsonian Institution, National Museum of Natural History","","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Murray, E.","18 Feb 1957","","North Pacific Ocean","","","Mexico","Baja California","","","outer coast, south of Lagoon Head","","","","","","","","","17","","","","","","212963","","","","","","","","","16 Jul 2013 19:15:00","http://n2t.net/ark:/65665/3f0f3aa82-9755-4e4c-a0d2-b6f6c8569c92"
"USNM 1211271","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, Smithsonian Institution, National Museum of Natural History","","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","North, W.","Aug 1957","","North Pacific Ocean","","","Mexico","Baja California","","","Cape San Lucas","","","","","","","","","9 to 49","","","","","","","","","","","","","","","16 Jul 2013 19:15:00","http://n2t.net/ark:/65665/3147d3ee4-8f39-41af-980a-388a37d611f5"
"USNM 1215030","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, Smithsonian Institution, National Museum of Natural History","27 Jun 2013","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Berry, S. S.","Dec 1959","","North Pacific Ocean","Gulf of California","","Mexico","Sonora","","","Guaymas Bay, Vicinity","","","","","","","","","","","","","","","229026","","","","","","","","","16 Jul 2013 19:15:00","http://n2t.net/ark:/65665/31eb7cfe4-9e03-4b95-9e5c-5ea16b1b3804"
"USNM 1215032","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, Smithsonian Institution, National Museum of Natural History","27 Jun 2013","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Berry, S. S.","15 Apr 1957","","North Pacific Ocean","Gulf of California","","Mexico","Sonora","","","Cholla Cove, Outer Reefs","","","","","","","","","","Intertidal","","","","","229026","","","","","","","","","16 Jul 2013 19:15:00","http://n2t.net/ark:/65665/35e43f0b4-ee57-4c6a-93cd-448328f94dd5"
"USNM 1220311","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, Smithsonian Institution, National Museum of Natural History","","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","","16 Jan 1968","","North Pacific Ocean","Gulf of California","","Mexico","Baja California","","","Pulmo Reef, shoreward side","","","","","","","","","","","","","","","284497","","","","","","","","","27 Aug 2013 13:06:00","http://n2t.net/ark:/65665/3e118122e-7640-4d13-b509-04eef8e13658"
"USNM 1220312","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Breedy, Odalisca, University of Costa Rica (COSTA RICA)","","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Limbaugh, C.; Baldwin, W.; Allison, E.","Oct 1956","","North Pacific Ocean","","","Mexico","Colima","","","Manzanillo","","","","","","","","","0 to 9","","","","","","212963","","","","","","","","","27 Aug 2013 13:06:00","http://n2t.net/ark:/65665/33c628b3b-6570-4b4d-8b0b-d09172df50b6"
"USNM 1225619","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, Smithsonian Institution, National Museum of Natural History","","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Limbaugh, C.; Scotten, H.; Stewart, J.","11 Sep 1957","","North Pacific Ocean","","","United States","California","","","La Jolla Canyon, South Wall",33.85,-117.87,"","","","","","","64","","","","","","213947","","","","","","","","","24 May 2019 15:58:00","http://n2t.net/ark:/65665/34528c37c-42c7-4023-99a5-d7abaeb7dc49"
"USNM 1225627","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, Smithsonian Institution, National Museum of Natural History","","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Morris, G.","Aug 1956","","North Pacific Ocean","","","United States","California","","","Carmel Canyon, 300 yards from shore","","","","","","","","","37","","","","","","","","","","","","","","","30 Sep 2013 12:50:00","http://n2t.net/ark:/65665/3412260bc-9aa9-406c-b304-28c7c509a967"
"USNM 1226098","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","","","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",9,"","Dry","706","","19 Jul 1968","","North Atlantic Ocean","Caribbean Sea","","Venezuela","","","","Paria Peninsula, Penas Point, NW of",11.08,-62.1931,"","","Pillsbury R/V","6806","","","99 to 104","","","","P706","","","","","","","","","","","30 Sep 2013 16:08:00","http://n2t.net/ark:/65665/32300d404-88a0-4ff3-a6eb-ec812c757b0c"
"USNM 1226099","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","","","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",2,"","Dry","275","","20 May 1965","","South Atlantic Ocean","Gulf of Guinea","","Equatorial Guinea","","","","Annobon Island",-1.4,5.6167,"","","Pillsbury R/V","6501","","","9 to 47","","","","P275","","","","","","","","","","","30 Sep 2013 16:08:00","http://n2t.net/ark:/65665/3de604564-0c0a-45fa-9d1f-2a4249841f65"
"USNM 1226100","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","","","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","624","Roat, J.","1963","","North Atlantic Ocean","","","United States","Florida","St. Lucie County","Fort Pierce","","","","","","","","","","9 to 11","","","","","","","","","","","","","","","30 Sep 2013 12:50:00","http://n2t.net/ark:/65665/30fcd5fe0-3beb-40ac-8183-1d604fbf9a2c"
"USNM 1226101","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","","","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","3663","United States Fish Commission","8 Apr 1897","Trawl - Large Beam","North Pacific Ocean","","","United States","California","","","Channel Islands, Santa Catalina Island, Dakins Cove","","","","","Albatross R/V","","","","86","","","","USFC/A3663","","","","","","","","","","","16 Apr 2015 18:54:00","http://n2t.net/ark:/65665/3187811c6-27a8-4895-9edb-a2f0cacfa8ad"
