,id,type,DEG_tp2_tp4,GO_BP
422,FUN_015276,gene,no,inflammatory response [GO:0006954]
423,FUN_015276,gene,no,negative regulation of blood pressure [GO:0045776]
424,FUN_015276,gene,no,nitric oxide biosynthetic process [GO:0006809]
425,FUN_015276,gene,no,nitric oxide mediated signal transduction [GO:0007263]
426,FUN_015276,gene,no,peptidyl-cysteine S-nitrosylation [GO:0018119]
427,FUN_015276,gene,no,positive regulation of guanylate cyclase activity [GO:0031284]
428,FUN_015276,gene,no,positive regulation of interleukin-6 production [GO:0032755]
429,FUN_015276,gene,no,positive regulation of interleukin-8 production [GO:0032757]
430,FUN_015276,gene,no,prostaglandin secretion [GO:0032310]
431,FUN_015276,gene,no,regulation of cytokine production involved in inflammatory response [GO:1900015]
432,FUN_015276,gene,no,response to hormone [GO:0009725]
433,FUN_015276,gene,no,response to lipopolysaccharide [GO:0032496]
434,FUN_015405,gene,no,negative regulation of cAMP-dependent protein kinase activity [GO:2000480]
435,FUN_016008,gene,no,
436,FUN_016530,gene,no,cell cycle [GO:0007049]
437,FUN_016530,gene,no,cell division [GO:0051301]
438,FUN_016530,gene,no,regulation of mitotic cell cycle [GO:0007346]
439,FUN_016540,gene,no,cell cycle [GO:0007049]
440,FUN_016540,gene,no,cell division [GO:0051301]
441,FUN_016540,gene,no,regulation of mitotic cell cycle [GO:0007346]
442,FUN_016557,gene,no,cell cycle [GO:0007049]
443,FUN_016557,gene,no,cell division [GO:0051301]
444,FUN_016557,gene,no,regulation of mitotic cell cycle [GO:0007346]
445,FUN_016578,gene,no,base-excision repair [GO:0006284]
446,FUN_016578,gene,no,base-excision repair, gap-filling [GO:0006287]
447,FUN_016578,gene,no,depyrimidination [GO:0045008]
448,FUN_016578,gene,no,negative regulation of nuclease activity [GO:0032074]
449,FUN_016578,gene,no,response to oxidative stress [GO:0006979]
450,FUN_016635,gene,no,arginine catabolic process [GO:0006527]
451,FUN_016635,gene,no,homogentisate catabolic process [GO:1902000]
452,FUN_016635,gene,no,L-phenylalanine catabolic process [GO:0006559]
453,FUN_016635,gene,no,lipid metabolic process [GO:0006629]
454,FUN_016635,gene,no,tyrosine catabolic process [GO:0006572]
455,FUN_016695,gene,no,
456,FUN_016696,gene,no,wybutosine biosynthetic process [GO:0031591]
457,FUN_016698,gene,no,
458,FUN_018533,gene,no,protein dephosphorylation [GO:0006470]
459,FUN_019017,gene,no,
460,FUN_018086,gene,no,
461,FUN_017790,gene,no,actin filament organization [GO:0007015]
462,FUN_017790,gene,no,asymmetric cell division [GO:0008356]
463,FUN_017790,gene,no,axon guidance [GO:0007411]
464,FUN_017790,gene,no,border follicle cell migration [GO:0007298]
465,FUN_017790,gene,no,cell dedifferentiation [GO:0043697]
466,FUN_017790,gene,no,cell differentiation [GO:0030154]
467,FUN_017790,gene,no,cell fate commitment [GO:0045165]
468,FUN_017790,gene,no,chaeta development [GO:0022416]
469,FUN_017790,gene,no,chaeta morphogenesis [GO:0008407]
470,FUN_017790,gene,no,compartment boundary maintenance [GO:0060289]
471,FUN_017790,gene,no,compound eye development [GO:0048749]
472,FUN_017790,gene,no,compound eye morphogenesis [GO:0001745]
473,FUN_017790,gene,no,compound eye retinal cell programmed cell death [GO:0046667]
474,FUN_017790,gene,no,crystal cell differentiation [GO:0042688]
475,FUN_017790,gene,no,defense response to insect [GO:0002213]
476,FUN_017790,gene,no,determination of adult lifespan [GO:0008340]
477,FUN_017790,gene,no,dorsal appendage formation [GO:0046843]
478,FUN_017790,gene,no,dorsal closure [GO:0007391]
479,FUN_017790,gene,no,dorsal/ventral axis specification [GO:0009950]
480,FUN_017790,gene,no,embryonic hemopoiesis [GO:0035162]
481,FUN_017790,gene,no,epithelial cell proliferation involved in Malpighian tubule morphogenesis [GO:0061331]
482,FUN_017790,gene,no,epithelial cell type specification, open tracheal system [GO:0035153]
483,FUN_017790,gene,no,eye-antennal disc development [GO:0035214]
484,FUN_017790,gene,no,eye-antennal disc morphogenesis [GO:0007455]
485,FUN_017790,gene,no,female germ-line stem cell population maintenance [GO:0036099]
486,FUN_017790,gene,no,follicle cell of egg chamber development [GO:0030707]
487,FUN_017790,gene,no,follicle cell of egg chamber migration [GO:0007297]
488,FUN_017790,gene,no,follicle cell of egg chamber stalk formation [GO:0030713]
489,FUN_017790,gene,no,foregut morphogenesis [GO:0007440]
490,FUN_017790,gene,no,formation of a compartment boundary [GO:0060288]
491,FUN_017790,gene,no,germ-line stem cell population maintenance [GO:0030718]
492,FUN_017790,gene,no,germ-line stem-cell niche homeostasis [GO:0060250]
493,FUN_017790,gene,no,germarium-derived egg chamber formation [GO:0007293]
494,FUN_017790,gene,no,glial cell differentiation [GO:0010001]
495,FUN_017790,gene,no,glial cell fate determination [GO:0007403]
496,FUN_017790,gene,no,glial cell migration [GO:0008347]
497,FUN_017790,gene,no,hemocyte proliferation [GO:0035172]
498,FUN_017790,gene,no,imaginal disc-derived leg joint morphogenesis [GO:0016348]
499,FUN_017790,gene,no,imaginal disc-derived leg morphogenesis [GO:0007480]
500,FUN_017790,gene,no,imaginal disc-derived leg segmentation [GO:0036011]
501,FUN_017790,gene,no,imaginal disc-derived male genitalia morphogenesis [GO:0048803]
502,FUN_017790,gene,no,imaginal disc-derived wing margin morphogenesis [GO:0008587]
503,FUN_017790,gene,no,imaginal disc-derived wing morphogenesis [GO:0007476]
504,FUN_017790,gene,no,imaginal disc-derived wing vein specification [GO:0007474]
505,FUN_017790,gene,no,intestinal stem cell homeostasis [GO:0036335]
506,FUN_017790,gene,no,lamellocyte differentiation [GO:0035171]
507,FUN_017790,gene,no,larval lymph gland hemopoiesis [GO:0035167]
508,FUN_017790,gene,no,lateral inhibition [GO:0046331]
509,FUN_017790,gene,no,leg disc morphogenesis [GO:0007478]
510,FUN_017790,gene,no,long-term memory [GO:0007616]
511,FUN_017790,gene,no,lymph gland development [GO:0048542]
512,FUN_017790,gene,no,Malpighian tubule tip cell differentiation [GO:0061382]
513,FUN_017790,gene,no,mesoderm development [GO:0007498]
514,FUN_017790,gene,no,morphogenesis of an epithelial fold [GO:0060571]
515,FUN_017790,gene,no,motor neuron axon guidance [GO:0008045]
516,FUN_017790,gene,no,muscle cell cellular homeostasis [GO:0046716]
517,FUN_017790,gene,no,muscle cell fate determination [GO:0007521]
518,FUN_017790,gene,no,myoblast development [GO:0048627]
519,FUN_017790,gene,no,negative regulation of cell-cell adhesion mediated by cadherin [GO:2000048]
520,FUN_017790,gene,no,negative regulation of compound eye photoreceptor development [GO:0045316]
521,FUN_017790,gene,no,negative regulation of gene expression [GO:0010629]
522,FUN_017790,gene,no,negative regulation of lamellocyte differentiation [GO:0035204]
523,FUN_017790,gene,no,negative regulation of neurogenesis [GO:0050768]
524,FUN_017790,gene,no,nervous system process [GO:0050877]
525,FUN_017790,gene,no,neuroblast development [GO:0014019]
526,FUN_017790,gene,no,neuroblast fate determination [GO:0007400]
527,FUN_017790,gene,no,neuroblast fate specification [GO:0014018]
528,FUN_017790,gene,no,neuroblast proliferation [GO:0007405]
529,FUN_017790,gene,no,neuron fate determination [GO:0048664]
530,FUN_017790,gene,no,neuron fate specification [GO:0048665]
531,FUN_017790,gene,no,neuronal stem cell population maintenance [GO:0097150]
532,FUN_017790,gene,no,Notch signaling pathway [GO:0007219]
533,FUN_017790,gene,no,oocyte localization involved in germarium-derived egg chamber formation [GO:0030720]
534,FUN_017790,gene,no,oogenesis [GO:0048477]
535,FUN_017790,gene,no,peripheral nervous system development [GO:0007422]
536,FUN_017790,gene,no,positive regulation of cell population proliferation [GO:0008284]
537,FUN_017790,gene,no,positive regulation of crystal cell differentiation [GO:0042691]
538,FUN_017790,gene,no,positive regulation of DNA-templated transcription [GO:0045893]
539,FUN_017790,gene,no,positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]
540,FUN_017790,gene,no,positive regulation of gene expression [GO:0010628]
541,FUN_017790,gene,no,positive regulation of neuroblast proliferation [GO:0002052]
542,FUN_017790,gene,no,positive regulation of neuron apoptotic process [GO:0043525]
543,FUN_017790,gene,no,positive regulation of transcription by RNA polymerase II [GO:0045944]
544,FUN_017790,gene,no,R1/R6 cell differentiation [GO:0048052]
545,FUN_017790,gene,no,R3/R4 cell differentiation [GO:0048056]
546,FUN_017790,gene,no,R7 cell differentiation [GO:0045466]
547,FUN_017790,gene,no,regulation of cardioblast cell fate specification [GO:0042686]
548,FUN_017790,gene,no,regulation of cell differentiation [GO:0045595]
549,FUN_017790,gene,no,regulation of filopodium assembly [GO:0051489]
550,FUN_017790,gene,no,regulation of glycolytic process [GO:0006110]
551,FUN_017790,gene,no,regulation of growth [GO:0040008]
552,FUN_017790,gene,no,regulation of mitotic cell cycle [GO:0007346]
553,FUN_017790,gene,no,regulation of neuroblast proliferation [GO:1902692]
554,FUN_017790,gene,no,regulation of neurogenesis [GO:0050767]
555,FUN_017790,gene,no,regulation of stem cell division [GO:2000035]
556,FUN_017790,gene,no,response to symbiont [GO:0009608]
557,FUN_017790,gene,no,retinal cell programmed cell death [GO:0046666]
558,FUN_017790,gene,no,second mitotic wave involved in compound eye morphogenesis [GO:0016330]
559,FUN_017790,gene,no,sensory organ development [GO:0007423]
560,FUN_017790,gene,no,sensory organ precursor cell fate determination [GO:0016360]
561,FUN_017790,gene,no,stem cell differentiation [GO:0048863]
562,FUN_017790,gene,no,wing disc dorsal/ventral pattern formation [GO:0048190]
563,FUN_017790,gene,no,wing disc pattern formation [GO:0035222]
564,FUN_018202,gene,no,cell cycle [GO:0007049]
565,FUN_018202,gene,no,cell division [GO:0051301]
566,FUN_018202,gene,no,regulation of mitotic cell cycle [GO:0007346]
567,FUN_018245,gene,no,cell cycle [GO:0007049]
568,FUN_018245,gene,no,cell division [GO:0051301]
569,FUN_018245,gene,no,regulation of mitotic cell cycle [GO:0007346]
570,FUN_018323,gene,no,activation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0006919]
571,FUN_018323,gene,no,aorta development [GO:0035904]
572,FUN_018323,gene,no,aortic valve morphogenesis [GO:0003180]
573,FUN_018323,gene,no,axon midline choice point recognition [GO:0016199]
574,FUN_018323,gene,no,cell adhesion [GO:0007155]
575,FUN_018323,gene,no,cell migration involved in sprouting angiogenesis [GO:0002042]
576,FUN_018323,gene,no,chemorepulsion involved in postnatal olfactory bulb interneuron migration [GO:0021836]
577,FUN_018323,gene,no,endocardial cushion formation [GO:0003272]
578,FUN_018323,gene,no,homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]
579,FUN_018323,gene,no,negative regulation of cell migration [GO:0030336]
580,FUN_018323,gene,no,negative regulation of chemokine-mediated signaling pathway [GO:0070100]
581,FUN_018323,gene,no,negative regulation of gene expression [GO:0010629]
582,FUN_018323,gene,no,negative regulation of mammary gland epithelial cell proliferation [GO:0033600]
583,FUN_018323,gene,no,negative regulation of negative chemotaxis [GO:0050925]
584,FUN_018323,gene,no,nervous system development [GO:0007399]
585,FUN_018323,gene,no,outflow tract septum morphogenesis [GO:0003148]
586,FUN_018323,gene,no,positive regulation of axonogenesis [GO:0050772]
587,FUN_018323,gene,no,positive regulation of gene expression [GO:0010628]
588,FUN_018323,gene,no,positive regulation of MAP kinase activity [GO:0043406]
589,FUN_018323,gene,no,positive regulation of Notch signaling pathway involved in heart induction [GO:0035481]
590,FUN_018323,gene,no,positive regulation of Rho protein signal transduction [GO:0035025]
591,FUN_018323,gene,no,positive regulation of vascular endothelial growth factor signaling pathway [GO:1900748]
592,FUN_018323,gene,no,pulmonary valve morphogenesis [GO:0003184]
593,FUN_018323,gene,no,Roundabout signaling pathway [GO:0035385]
594,FUN_018323,gene,no,ventricular septum morphogenesis [GO:0060412]
595,FUN_018403,gene,no,DNA repair [GO:0006281]
596,FUN_022561,gene,no,antigen transcytosis by M cells in mucosal-associated lymphoid tissue [GO:0002412]
597,FUN_022561,gene,no,innate immune response [GO:0045087]
598,FUN_022561,gene,no,neutrophil migration [GO:1990266]
599,FUN_022615,gene,no,bone resorption [GO:0045453]
600,FUN_022615,gene,no,branching involved in blood vessel morphogenesis [GO:0001569]
601,FUN_022615,gene,no,camera-type eye development [GO:0043010]
602,FUN_022615,gene,no,camera-type eye photoreceptor cell fate commitment [GO:0060220]
603,FUN_022615,gene,no,cartilage development [GO:0051216]
604,FUN_022615,gene,no,cell fate specification [GO:0001708]
605,FUN_022615,gene,no,cell maturation [GO:0048469]
606,FUN_022615,gene,no,cell population proliferation [GO:0008283]
607,FUN_022615,gene,no,cell-cell signaling [GO:0007267]
608,FUN_022615,gene,no,chondrocyte differentiation [GO:0002062]
609,FUN_022615,gene,no,chondrocyte differentiation involved in endochondral bone morphogenesis [GO:0003413]
610,FUN_022615,gene,no,chondrocyte proliferation [GO:0035988]
611,FUN_022615,gene,no,embryonic camera-type eye morphogenesis [GO:0048596]
612,FUN_022615,gene,no,embryonic digestive tract morphogenesis [GO:0048557]
613,FUN_022615,gene,no,embryonic digit morphogenesis [GO:0042733]
614,FUN_022615,gene,no,embryonic pattern specification [GO:0009880]
615,FUN_022615,gene,no,embryonic skeletal joint development [GO:0072498]
616,FUN_022615,gene,no,endochondral bone morphogenesis [GO:0060350]
617,FUN_022615,gene,no,epithelial cell morphogenesis [GO:0003382]
618,FUN_022615,gene,no,epithelial cell-cell adhesion [GO:0090136]
619,FUN_022615,gene,no,head morphogenesis [GO:0060323]
620,FUN_022615,gene,no,heart looping [GO:0001947]
621,FUN_022615,gene,no,in utero embryonic development [GO:0001701]
622,FUN_022615,gene,no,intein-mediated protein splicing [GO:0016539]
623,FUN_022615,gene,no,liver regeneration [GO:0097421]
624,FUN_022615,gene,no,maternal process involved in female pregnancy [GO:0060135]
625,FUN_022615,gene,no,morphogenesis of a branching structure [GO:0001763]
626,FUN_022615,gene,no,multicellular organism growth [GO:0035264]
627,FUN_022615,gene,no,negative regulation of alpha-beta T cell differentiation [GO:0046639]
628,FUN_022615,gene,no,negative regulation of apoptotic process [GO:0043066]
629,FUN_022615,gene,no,negative regulation of chondrocyte differentiation [GO:0032331]
630,FUN_022615,gene,no,negative regulation of eye pigmentation [GO:0048074]
631,FUN_022615,gene,no,negative regulation of immature T cell proliferation in thymus [GO:0033088]
632,FUN_022615,gene,no,negative regulation of T cell differentiation in thymus [GO:0033085]
633,FUN_022615,gene,no,neuron development [GO:0048666]
634,FUN_022615,gene,no,ossification [GO:0001503]
635,FUN_022615,gene,no,osteoblast differentiation [GO:0001649]
636,FUN_022615,gene,no,pancreas development [GO:0031016]
637,FUN_022615,gene,no,pattern specification process [GO:0007389]
638,FUN_022615,gene,no,positive regulation of alpha-beta T cell differentiation [GO:0046638]
639,FUN_022615,gene,no,positive regulation of cell population proliferation [GO:0008284]
640,FUN_022615,gene,no,positive regulation of collagen biosynthetic process [GO:0032967]
641,FUN_022615,gene,no,positive regulation of epithelial cell proliferation [GO:0050679]
642,FUN_022615,gene,no,positive regulation of mesenchymal cell proliferation [GO:0002053]
643,FUN_022615,gene,no,positive regulation of smoothened signaling pathway [GO:0045880]
644,FUN_022615,gene,no,positive regulation of T cell differentiation in thymus [GO:0033089]
645,FUN_022615,gene,no,positive regulation of transcription by RNA polymerase II [GO:0045944]
646,FUN_022615,gene,no,protein autoprocessing [GO:0016540]
647,FUN_022615,gene,no,proteoglycan metabolic process [GO:0006029]
648,FUN_022615,gene,no,regulation of gene expression [GO:0010468]
649,FUN_022615,gene,no,regulation of growth [GO:0040008]
650,FUN_022615,gene,no,response to estradiol [GO:0032355]
651,FUN_022615,gene,no,response to mechanical stimulus [GO:0009612]
652,FUN_022615,gene,no,retinal pigment epithelium development [GO:0003406]
653,FUN_022615,gene,no,self proteolysis [GO:0097264]
654,FUN_022615,gene,no,skeletal system development [GO:0001501]
655,FUN_022615,gene,no,smooth muscle tissue development [GO:0048745]
656,FUN_022615,gene,no,smoothened signaling pathway [GO:0007224]
657,FUN_022615,gene,no,somite development [GO:0061053]
658,FUN_022615,gene,no,vasculature development [GO:0001944]
659,FUN_022615,gene,no,vitelline membrane formation [GO:0030704]
660,FUN_022052,gene,no,antigen processing and presentation of exogenous peptide antigen via MHC class I [GO:0042590]
661,FUN_022895,gene,no,blood vessel morphogenesis [GO:0048514]
